,pc_100,pc_95,pc_90,pc_85,pc_80,pc_75,pc_70,pc_65,pc_60,history
20,224.49999999999997,226.29999999999998,217.7,211.7,254.49999999999997,268.29999999999995,281.5,295.1,303.1,221.10599999999997
21,224.49999999999997,223.3,232.1,242.1,201.7,270.5,173.9,153.5,138.5,221.10599999999997
22,224.49999999999997,226.89999999999998,219.29999999999998,211.1,200.09999999999997,270.29999999999995,278.29999999999995,294.7,136.5,221.10599999999997
23,224.49999999999997,226.1,231.89999999999998,245.49999999999997,257.5,271.09999999999997,173.1,292.9,138.5,221.10599999999997
24,224.49999999999997,225.89999999999998,219.09999999999997,242.1,202.29999999999998,187.9,283.7,153.29999999999998,304.09999999999997,221.10599999999997
25,224.49999999999997,222.9,218.1,212.1,255.89999999999998,190.49999999999997,278.5,155.3,305.29999999999995,221.10599999999997
26,224.49999999999997,222.9,218.89999999999998,210.7,201.5,183.3,170.89999999999998,154.9,303.5,221.10599999999997
27,224.49999999999997,223.3,219.29999999999998,244.29999999999998,253.7,272.5,170.7,154.1,302.9,221.10599999999997
28,224.49999999999997,225.7,218.89999999999998,239.29999999999998,257.3,189.89999999999998,284.5,290.7,138.7,221.10599999999997
29,224.49999999999997,225.89999999999998,220.49999999999997,212.7,257.5,268.5,285.7,294.7,304.9,221.10599999999997
30,224.49999999999997,225.49999999999997,232.7,244.29999999999998,255.49999999999997,269.09999999999997,170.49999999999997,159.7,132.5,221.10599999999997
31,224.49999999999997,222.7,233.7,212.7,200.7,186.5,171.89999999999998,292.9,136.89999999999998,221.10599999999997
32,224.49999999999997,225.7,219.09999999999997,212.29999999999998,204.09999999999997,267.3,283.7,294.7,140.3,221.10599999999997
33,224.49999999999997,222.7,231.5,211.29999999999998,256.3,270.09999999999997,283.29999999999995,155.7,135.9,221.10599999999997
34,224.49999999999997,222.29999999999998,234.29999999999998,242.7,202.9,185.7,281.9,295.49999999999994,139.29999999999998,221.10599999999997
35,224.49999999999997,225.7,232.1,243.7,253.29999999999998,266.9,284.09999999999997,151.29999999999998,139.1,221.10599999999997
36,224.49999999999997,223.7,231.89999999999998,242.5,256.3,188.9,172.1,154.9,306.09999999999997,221.10599999999997
37,224.49999999999997,226.29999999999998,232.9,211.89999999999998,254.49999999999997,273.09999999999997,172.1,297.3,138.1,221.10599999999997
38,224.49999999999997,222.9,232.5,214.89999999999998,201.29999999999998,270.09999999999997,282.49999999999994,158.5,303.1,221.10599999999997
39,224.49999999999997,223.1,220.89999999999998,243.49999999999997,252.9,191.1,171.29999999999998,296.9,140.5,221.10599999999997
40,224.49999999999997,225.7,217.9,244.09999999999997,203.3,266.9,169.29999999999998,155.5,305.29999999999995,221.10599999999997
41,224.49999999999997,222.9,232.29999999999998,213.7,199.29999999999998,270.29999999999995,169.7,295.49999999999994,305.29999999999995,221.10599999999997
42,224.49999999999997,225.89999999999998,220.49999999999997,210.7,255.7,187.1,172.5,153.7,135.5,221.10599999999997
43,224.49999999999997,223.3,232.9,212.5,200.7,268.9,174.1,294.3,135.7,221.10599999999997
44,224.49999999999997,223.5,232.7,241.89999999999998,202.9,186.1,174.29999999999998,153.5,139.29999999999998,221.10599999999997
45,224.49999999999997,222.29999999999998,233.3,213.7,254.7,186.1,280.49999999999994,292.7,138.7,221.10599999999997
46,224.49999999999997,226.1,219.7,210.89999999999998,256.09999999999997,267.3,170.89999999999998,293.5,135.3,221.10599999999997
47,224.49999999999997,223.5,231.89999999999998,211.89999999999998,253.7,183.1,283.1,157.1,300.7,221.10599999999997
48,224.49999999999997,223.3,232.5,242.9,257.5,186.5,170.09999999999997,296.7,137.29999999999998,221.10599999999997
49,224.49999999999997,225.7,230.89999999999998,211.29999999999998,200.49999999999997,187.7,280.1,154.1,307.49999999999994,221.10599999999997
50,224.49999999999997,225.89999999999998,233.1,210.89999999999998,258.9,271.09999999999997,284.5,157.7,302.9,221.10599999999997
51,224.49999999999997,222.9,218.89999999999998,239.29999999999998,203.1,270.9,168.9,295.7,135.5,221.10599999999997
52,224.49999999999997,222.5,231.5,211.5,204.7,184.7,283.9,154.7,139.5,221.10599999999997
53,224.49999999999997,222.29999999999998,219.09999999999997,242.29999999999998,252.7,269.7,172.5,160.09999999999997,136.89999999999998,221.10599999999997
54,224.49999999999997,226.7,232.1,243.49999999999997,256.5,270.9,281.69999999999993,152.29999999999998,303.1,221.10599999999997
55,224.49999999999997,222.9,232.7,241.29999999999998,201.7,188.3,172.5,154.5,303.29999999999995,221.10599999999997
56,224.49999999999997,226.29999999999998,217.1,240.7,200.29999999999998,186.7,285.7,296.09999999999997,303.29999999999995,221.10599999999997
57,224.49999999999997,224.29999999999998,232.5,210.7,203.5,186.7,282.9,153.7,306.29999999999995,221.10599999999997
58,224.49999999999997,225.7,218.3,242.1,201.7,264.09999999999997,173.3,152.5,135.1,221.10599999999997
59,224.49999999999997,226.7,231.89999999999998,210.89999999999998,254.49999999999997,189.09999999999997,171.7,294.9,301.29999999999995,221.10599999999997
60,224.49999999999997,222.7,216.7,242.9,254.7,268.29999999999995,169.49999999999997,296.09999999999997,140.1,221.10599999999997
61,224.49999999999997,222.7,218.3,241.7,202.9,270.7,176.29999999999998,159.7,136.5,221.10599999999997
62,224.49999999999997,223.3,219.7,213.89999999999998,198.5,187.7,171.7,297.3,136.1,221.10599999999997
63,224.49999999999997,226.29999999999998,218.7,214.7,256.5,271.3,174.29999999999998,293.5,136.89999999999998,221.10599999999997
64,224.49999999999997,226.29999999999998,233.7,210.7,201.29999999999998,267.3,282.7,291.29999999999995,307.09999999999997,221.10599999999997
65,224.49999999999997,225.49999999999997,233.3,241.29999999999998,201.5,185.7,283.7,294.3,305.09999999999997,221.10599999999997
66,224.49999999999997,226.29999999999998,217.5,211.1,257.09999999999997,270.09999999999997,169.49999999999997,157.9,133.7,221.10599999999997
67,224.49999999999997,222.9,232.9,211.1,202.29999999999998,268.29999999999995,175.89999999999998,156.5,303.9,221.10599999999997
68,224.49999999999997,222.7,231.1,244.09999999999997,257.5,186.89999999999998,284.3,291.69999999999993,139.1,221.10599999999997
69,224.49999999999997,222.5,232.5,212.5,203.1,272.09999999999997,172.5,153.7,306.9,221.10599999999997
70,224.49999999999997,222.9,220.89999999999998,211.29999999999998,257.3,266.9,168.1,295.49999999999994,301.7,221.10599999999997
71,224.49999999999997,223.3,231.89999999999998,212.9,201.89999999999998,270.5,285.7,157.7,303.9,221.10599999999997
72,224.49999999999997,222.7,219.7,243.29999999999998,201.5,269.5,283.29999999999995,297.3,306.7,221.10599999999997
73,224.49999999999997,226.5,217.29999999999998,211.29999999999998,258.29999999999995,271.5,283.1,295.7,138.5,221.10599999999997
74,224.49999999999997,223.1,231.29999999999998,243.1,201.5,270.9,283.7,158.1,135.7,221.10599999999997
75,224.49999999999997,226.5,232.7,212.5,201.5,189.29999999999998,173.5,296.7,304.5,221.10599999999997
76,224.49999999999997,223.3,218.89999999999998,213.1,258.5,190.49999999999997,175.89999999999998,294.3,137.29999999999998,221.10599999999997
77,224.49999999999997,223.1,231.5,243.29999999999998,203.1,269.09999999999997,172.9,159.3,136.1,221.10599999999997
78,224.49999999999997,225.89999999999998,232.7,244.49999999999997,201.7,187.1,282.7,295.29999999999995,303.9,221.10599999999997
79,224.49999999999997,226.1,232.29999999999998,242.9,252.9,269.9,169.7,154.1,137.9,221.10599999999997
80,224.49999999999997,223.89999999999998,233.7,240.89999999999998,255.09999999999997,188.1,172.1,153.7,305.09999999999997,221.10599999999997
81,224.49999999999997,223.3,232.5,212.1,254.29999999999998,267.3,285.1,154.7,304.9,221.10599999999997
82,224.49999999999997,222.29999999999998,232.9,245.29999999999998,255.7,268.29999999999995,285.49999999999994,292.9,137.1,221.10599999999997
83,224.49999999999997,223.3,219.29999999999998,244.89999999999998,255.89999999999998,272.9,279.9,292.9,303.1,221.10599999999997
84,224.49999999999997,226.29999999999998,218.5,212.29999999999998,203.89999999999998,186.1,170.09999999999997,293.1,305.7,221.10599999999997
85,224.49999999999997,222.9,218.7,212.7,202.9,271.09999999999997,281.69999999999993,154.29999999999998,135.9,221.10599999999997
86,224.49999999999997,223.3,218.5,245.09999999999997,201.5,270.29999999999995,283.5,156.89999999999998,134.7,221.10599999999997
87,224.49999999999997,225.49999999999997,219.09999999999997,241.1,255.7,189.49999999999997,284.9,154.9,137.7,221.10599999999997
88,224.49999999999997,223.1,218.1,242.7,251.29999999999998,188.1,281.9,154.9,304.5,221.10599999999997
89,224.49999999999997,223.3,219.89999999999998,242.7,201.89999999999998,187.7,168.5,294.09999999999997,305.09999999999997,221.10599999999997
90,224.49999999999997,225.89999999999998,231.29999999999998,212.29999999999998,200.09999999999997,270.9,282.9,294.09999999999997,302.3,221.10599999999997
91,224.49999999999997,226.5,219.09999999999997,239.09999999999997,255.7,268.7,175.89999999999998,155.5,136.1,221.10599999999997
92,224.49999999999997,223.3,218.5,211.7,258.1,188.3,283.1,294.09999999999997,136.29999999999998,221.10599999999997
93,224.49999999999997,222.29999999999998,219.7,243.7,256.9,268.29999999999995,174.1,292.09999999999997,135.5,221.10599999999997
94,224.49999999999997,223.1,219.09999999999997,240.89999999999998,202.5,188.1,284.09999999999997,154.5,305.9,221.10599999999997
95,224.49999999999997,222.5,232.9,244.49999999999997,253.89999999999998,188.3,173.1,155.5,136.29999999999998,221.10599999999997
96,224.49999999999997,221.89999999999998,233.7,243.1,252.7,187.29999999999998,172.9,295.7,137.1,221.10599999999997
97,224.49999999999997,223.7,233.3,242.5,258.5,269.29999999999995,282.49999999999994,293.1,303.9,221.10599999999997
98,224.49999999999997,222.29999999999998,233.1,240.29999999999998,257.9,270.9,171.5,296.09999999999997,301.7,221.10599999999997
99,224.49999999999997,226.5,231.5,211.89999999999998,256.5,188.9,170.29999999999998,155.3,137.1,221.10599999999997
